raw_database_id,cardName,status,price,isLegacy,pokedexNumber,imageUrl,possessions,type,cardNumber,rarity,series,createdAt
,빛나,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M2/M2_107.png,,,M2-107,SR,m2 -「인페르노X」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS11-110.png,,,S11-110,SR,s11 -「로스트어비스」,
,고라파덕,보유중,0,,,https://mtg-kr.com/cardimage/poketcgSV2a-175.png,,포켓몬,SV2a-175,AR,sv2a -「포켓몬 카드 151」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM1L-067.png,,,M1L-067,AR,m1L -「메가 브레이브」,
,아세로라의 예감,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-269.png,,서포트,S8b-269,SR,s8b -「VMAX 클라이맥스」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_077.png,,,SV5a-077,AR,sv5a -「크림슨헤이즈」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_099.png,,,SV2D-099,UR,sv2D -「클레이버스트」,
,히스이 미끄래곤,보유중,0,,706,https://mtg-kr.com/cardimage/poketcgS12a-196.png,,포켓몬,S12a-196,AR,s12a -「VSTAR 유니버스」,
,자시안 V,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-250.png,,포켓몬,S8b-250,CSR,s8b -「VMAX 클라이맥스」,
,님피아 Vmax,등급카드,0,,,https://k-tcgpanda.com/cardimg/S/S6a/%EB%8B%98%ED%94%BC%EC%95%84%20VMAX_S6a_093_KOR.jpg,,포켓몬,S6a-093,HR,s6a -「이브이 히어로즈」,
,뮤,보유중,0,,151,https://mtg-kr.com/cardimage/poketcgS12a-183.png,,포켓몬,S12a-183,AR,s12a -「VSTAR 유니버스」,
,민화의 초대,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_206.png,,서포트,SV2a-206,SAR,sv2a -「포켓몬 카드 151」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_168.png,,,SV11B-168,SAR,sv11B -「블랙볼트」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_234.png,,,SV8a-234,UR,sv8a -「테라스탈 페스타 ex」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM1S-066.png,,,M1S-066,AR,m1S -「메가 심포니아」,
,대굴레오,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV8-111.png,,,SV8-111,AR,sv8 -「초전브레이커」,
,무한다이노 Vmax,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-247.png,,포켓몬,S8b-247,CSR,s8b -「VMAX 클라이맥스」,
,야나키,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_090.png,,,SV11B-090,AR,sv11B -「블랙볼트」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM2a-221.png,,,M2a-221,SR,m2a -「메가드림」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_153.png,,,SV11B-153,AR,sv11B -「블랙볼트」,
,테오키스,보유중,0,,386,https://mtg-kr.com/cardimage/poketcgS12a-185.png,,포켓몬,S12a-185,AR,s12a -「VSTAR 유니버스」,
,밀로틱,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS11a-070.png,,포켓몬,S11a-070,CHR,s11a -「백열의 아르카나」,
,로사와 로이,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM10B/SM10B_061.png,,서포트,SM10b-061,SR,sm10b -「스카이레전드」,
,글레이시아 Vmax,등급카드,0,,471,%EA%B8%80%EB%A0%88%EC%9D%B4%EC%8B%9C%EC%95%84_VMAX_S6a_091_KOR.jpg,,포켓몬,S6a-091,HR,s6a -「이브이 히어로즈」,
,모야모,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_090.png,,,SV2D-090,SR,sv2D -「클레이버스트」,
,내던숭이,보유중,0,,,https://mtg-kr.com/cardimage/poketcgS8b-203.png,,포켓몬,S8b-203,CHR,s8b -「VMAX 클라이맥스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_208.png,,,SV2a-208,UR,sv2a -「포켓몬 카드 151」,
,라프라스 ex,미보유,0,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_117.png,,포켓몬,SV7-117,SR,sv7 -「스텔라미라클」,
,애프룡,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-186.png,,,S8b-186,CHR,s8b -「VMAX 클라이맥스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_201.png,,,SM8b-201,S,sm8b -「울트라샤이니」,
,어써러셔,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV1S-082.png,,,SV1S-082,AR,sv1S -「스칼렛 ex」,
,킬리아,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV1S-084.png,,,SV1S-084,AR,sv1S -「스칼렛 ex」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_107.png,,,SV6-107,AR,sv6 -「변환의 가면」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_095.png,,,SV11W-095,AR,sv11W -「화이트플레어」,
,멜로코,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_091.png,,,SV4K-091,SAR,sv4K -「고대의 포효」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_105.png,,,SV7-105,AR,sv7 -「스텔라미라클」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_091.png,,,SV1V-091,SR,sv1V -「바이올렛 ex」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS11-113.png,,,S11-113,SR,s11 -「로스트어비스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_092.png,,,SV1a-092,SR,sv1a -「트리플렛비트」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_161.png,,,SM8b-161,S,sm8b -「울트라샤이니」,
,레드의 도전,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM12a/SM12a_191.png,,서포트,SM12a-191,SR,sm12a -「TAG TEAM GX 태그올스타즈」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_084.png,,,SV2D-084,SR,sv2D -「클레이버스트」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_123.png,,,SV3-123,SR,sv3 - 「흑염의 지배자」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV9-108.png,,,SV9-108,AR,sv9 -「배틀파트너즈」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS9-101.png,,,S9-101,SR,s9 -「스타버스」,
,레시라무 ex,등급카드,0,true,643,https://mtg-kr.com/cardimage/poketcgSV11W-168.png,[object Object],포켓몬,SV11W-168,SAR,sv11W -「화이트플레어」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_168.png,,,SM8b-168,S,sm8b -「울트라샤이니」,
,근육몬,보유중,0,,,https://mtg-kr.com/cardimage/poketcgSV2a-177.png,,포켓몬,SV2a-177,AR,sv2a -「포켓몬 카드 151」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_073.png,,,SV5M-073,AR,sv5M -「사이버저지」,
,태깅구르,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV2D-080.png,,,SV2D-080,AR,sv2D -「클레이버스트」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM2-106.png,,,M2-106,SR,m2 -「인페르노X」,
,피카츄 V,등급카드,0,,0025,https://mtg-kr.com/cardimage/poketcgS8b-222.png,[object Object],포켓몬,S8b-222,CSR,s8b -「VMAX 클라이맥스」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM2-103.png,,,M2-103,SR,m2 -「인페르노X」,
,핫삼,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV3-116.png,,,SV3-116,AR,sv3 - 「흑염의 지배자」,
,꿈트렁,보유중,0,,,https://mtg-kr.com/cardimage/poketcgSV2P-081.png,,포켓몬,SV2P-081,AR,sv2P -「스노해저드」,
,찌리배리,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_112.png,,포켓몬,SV3-112,AR,sv3 - 「흑염의 지배자」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS11a-075.png,,,S11a-075,SR,s11a -「백열의 아르카나」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_085.png,,,SV5K-085,SR,sv5K -「와일드포스」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM1S-077.png,,,M1S-077,SR,m1S -「메가 심포니아」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgMC-753.png,,,MC-753,없음,MC - MEGA「스타트 덱 100 배틀컬렉션」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_074.png,,,SV2D-074,AR,sv2D -「클레이버스트」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS10a-092.png,,,S10a-092,,s10a -「다크판타스마」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_115.png,,,SV7-115,SR,sv7 -「스텔라미라클」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_140.png,,,SV3-140,UR,sv3 - 「흑염의 지배자」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_136.png,,,SV11W-136,AR,sv11W -「화이트플레어」,
,게을로,보유중,0,,,https://mtg-kr.com/cardimage/poketcgSV8-117.png,,포켓몬,SV8-117,AR,sv8 -「초전브레이커」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM2-088.png,,,M2-088,AR,m2 -「인페르노X」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_116.png,,,SV10-116,SR,sv10 -「로켓단의 영광」,
,파비코리,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS11a-074.png,,,S11a-074,CHR,s11a -「백열의 아르카나」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_087.png,,,SV1a-087,SR,sv1a -「트리플렛비트」,
,삼삼드래 ex,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_171.png,,,SV11W-171,SAR,sv11W -「화이트플레어」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_070.png,,,SV9a-070,AR,sv9a -「열풍의 아레나」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV1V-083.png,,,SV1V-083,AR,sv1V -「바이올렛 ex」,
,테오키스 Vmax,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS12a-222.png,,,S12a-222,SAR,s12a -「VSTAR 유니버스」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_078.png,,,SV9a-078,SR,sv9a -「열풍의 아레나」,
,네모,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_351.png,,서포트,SV4a-351,SAR,sv4a -「샤이니트레저 ex」,
,히스이 윈디,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS10a-075.png,,,S10a-075,CHR,s10a -「다크판타스마」,
,N의 각오,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_066.png,,,SM11b-066,SR,sm11b -「드림리그」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_178.png,,,SM8b-178,S,sm8b -「울트라샤이니」,
,투로박사의 시나리오,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_092.png,,,SV4M-092,SAR,sv4M -「미래의 일섬」,
,테사,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_138.png,,,SV3-138,SAR,sv3 - 「흑염의 지배자」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_117.png,,,SV11B-117,AR,sv11B -「블랙볼트」,
,사마자르,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS9a-071.png,,,S9a-071,CHR,s9a -「배틀리전」,
,무쇠무인 ex,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_089.png,,포켓몬,SV4M-089,SAR,sv4M -「미래의 일섬」,
,고동치는달 ex,미보유,0,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_218.png,,포켓몬,SV8a-218,SAR,sv8a -「테라스탈 페스타 ex」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgMC-758.png,,,MC-758,없음,MC - MEGA「스타트 덱 100 배틀컬렉션」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_150.png,,,SV11W-150,AR,sv11W -「화이트플레어」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM2a-207.png,,,M2a-207,AR,m2a -「메가드림」,
,호브의 자시안 ex,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_128.png,,,SV9-128,SAR,sv9 -「배틀파트너즈」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_081.png,,,SV7a-081,SR,sv7a -「낙원드래고나」,
,루티아의 어필,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_090.png,,,SV7a-090,SAR,sv7a -「낙원드래고나」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS9-110.png,,,S9-110,SR,s9 -「스타버스」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_090.png,,,SV11W-090,AR,sv11W -「화이트플레어」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_106.png,,,SV1V-106,UR,sv1V -「바이올렛 ex」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS9-111.png,,,S9-111,SR,s9 -「스타버스」,
,모야모의 찌리배리 ex,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM2a-236.png,,,M2a-236,SAR,m2a -「메가드림」,
,페퍼의 요씽리스,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV9a-075.png,,,SV9a-075,AR,sv9a -「열풍의 아레나」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_132.png,,,SV11B-132,AR,sv11B -「블랙볼트」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_116.png,,,SV9-116,SR,sv9 -「배틀파트너즈」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_111.png,,,SV11B-111,AR,sv11B -「블랙볼트」,
,다크라이 GX,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_230.png,,,SM8b-230,SSR,sm8b -「울트라샤이니」,
,위대한엄니 ex,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_102.png,,,SV1S-102,SAR,sv1S -「스칼렛 ex」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_077.png,,,SV4K-077,AR,sv4K -「고대의 포효」,
,우리,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-273.png,,서포트,S8b-273,SR,s8b -「VMAX 클라이맥스」,
,꼬부기,보유중,0,,7,https://mtg-kr.com/cardimage/poketcgSV2a-170.png,,포켓몬,SV2a-170,AR,sv2a -「포켓몬 카드 151」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_210.png,,,SV2a-210,UR,sv2a -「포켓몬 카드 151」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS10a-079.png,,,S10a-079,,s10a -「다크판타스마」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_094.png,,,SV4K-094,UR,sv4K -「고대의 포효」,
,어리짱,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_076.png,,,SV2D-076,AR,sv2D -「클레이버스트」,
,파이어&썬더&프리져 GX,보유중,0,,,https://mtg-kr.com/cardimage/poketcgSM10b-060.png,,포켓몬,SM10b-060,SR,sm10b -「스카이레전드」,
,주혜,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS12a-242.png,,서포트,S12a-242,SAR,s12a -「VSTAR 유니버스」,
,브리무움 Vmax,보유중,0,,,https://mtg-kr.com/cardimage/poketcgS12a-224.png,,포켓몬,S12a-224,SAR,s12a -「VSTAR 유니버스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_233.png,,,SM8b-233,SSR,sm8b -「울트라샤이니」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_128.png,,,SV11W-128,AR,sv11W -「화이트플레어」,
,샤로다 Vstar,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS11a-092.png,,,S11a-092,UR,s11a -「백열의 아르카나」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_155.png,,,SM8b-155,SR,sm8b -「울트라샤이니」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_114.png,,,SV11B-114,AR,sv11B -「블랙볼트」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS11-127.png,,,S11-127,UR,s11 -「로스트어비스」,
,탐리스,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV1V-090.png,,,SV1V-090,AR,sv1V -「바이올렛 ex」,
,캐스퐁 태양의 모습,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV7a-067.png,,,SV7a-067,AR,sv7a -「낙원드래고나」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-188.png,,,S8b-188,CHR,s8b -「VMAX 클라이맥스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_090.png,,,SV9a-090,UR,sv9a -「열풍의 아레나」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_063.png,,,SV3a-063,AR,sv3a -「레이징서프」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_096.png,,,SV11W-096,AR,sv11W -「화이트플레어」,
,연격 우라오스 Vmax,미보유,0,,,https://mtg-kr.com/cardimage/poketcgS8b-241.png,,포켓몬,S8b-241,CSR,s8b -「VMAX 클라이맥스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_193.png,,,SM8b-193,S,sm8b -「울트라샤이니」,
,후파 V,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS12a-231.png,,,S12a-231,SAR,s12a -「VSTAR 유니버스」,
,버넷박사,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-265.png,,서포트,S8b-265,SR,s8b -「VMAX 클라이맥스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_078.png,,,SV3a-078,SR,sv3a -「레이징서프」,
,알로라 나시 ex,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_089.png,,,SV7a-089,SAR,sv7a -「낙원드래고나」,
,아머까오 V,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-248.png,,,S8b-248,CSR,s8b -「VMAX 클라이맥스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_241.png,,,SM8b-241,SSR,sm8b -「울트라샤이니」,
,플러시,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_065.png,,,SV3a-065,AR,sv3a -「레이징서프」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_105.png,,,SV11W-105,AR,sv11W -「화이트플레어」,
,몽나,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_121.png,,,SV11B-121,AR,sv11B -「블랙볼트」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_128.png,,,SV8-128,SR,sv8 -「초전브레이커」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_333.png,,,SV4a-333,SSR,sv4a -「샤이니트레저 ex」,
,블래키 V,보유중,0,,,https://mtg-kr.com/cardimage/poketcgS6a-084.png,,포켓몬,S6a-084,SR,s6a -「이브이 히어로즈」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_164.png,,,SM8b-164,S,sm8b -「울트라샤이니」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_213.png,,,SM8b-213,SSR,sm8b -「울트라샤이니」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_136.png,,,SV8-136,UR,sv8 -「초전브레이커」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS11a-093.png,,,S11a-093,UR,s11a -「백열의 아르카나」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_236.png,,,SM8b-236,SSR,sm8b -「울트라샤이니」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_098.png,,,SV5M-098,UR,sv5M -「사이버저지」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_075.png,,,SV6a-075,AR,sv6a -「나이트원더러」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgMC-747.png,,,MC-747,없음,MC - MEGA「스타트 덱 100 배틀컬렉션」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM2a-219.png,,,M2a-219,SR,m2a -「메가드림」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_177.png,,,SM8b-177,S,sm8b -「울트라샤이니」,
,웨이니발 ex,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_098.png,,,SV1a-098,SAR,sv1a -「트리플렛비트」,
,비주기의 카리스마,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_198.png,,,SV2a-198,SR,sv2a -「포켓몬 카드 151」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS9a-088.png,,,S9a-088,HR,s9a -「배틀리전」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM2a-205.png,,,M2a-205,AR,m2a -「메가드림」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_196.png,,,SV8a-196,SR,sv8a -「테라스탈 페스타 ex」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM2-093.png,,,M2-093,SR,m2 -「인페르노X」,
,추명,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_194.png,,,SV8a-194,SR,sv8a -「테라스탈 페스타 ex」,
,백마 버드렉스 Vmax,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-278.png,,포켓몬,S8b-278,UR,s8b -「VMAX 클라이맥스」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_070.png,,,SV6a-070,AR,sv6a -「나이트원더러」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_064.png,,서포트,SM6b-064,SR,sm6b -「챔피언로드」,
,메가라티아스 ex,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM1S-088.png,,포켓몬,M1S-088,SAR,m1S -「메가 심포니아」,
,비버니,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS12a-204.png,,,S12a-204,AR,s12a -「VSTAR 유니버스」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_321.png,,,SV4a-321,SSR,sv4a -「샤이니트레저 ex」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_093.png,,,SV4M-093,UR,sv4M -「미래의 일섬」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgMC-751.png,,,MC-751,없음,MC - MEGA「스타트 덱 100 배틀컬렉션」,
,자포코일,보유중,0,,462,https://mtg-kr.com/cardimage/poketcgS12a-193.png,,포켓몬,S12a-193,AR,s12a -「VSTAR 유니버스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_087.png,,,SV5a-087,SR,sv5a -「크림슨헤이즈」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_082.png,,,SV4K-082,SR,sv4K -「고대의 포효」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_121.png,,,SV11W-121,AR,sv11W -「화이트플레어」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM1L-079.png,,,M1L-079,SR,m1L -「메가 브레이브」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM2a-208.png,,,M2a-208,AR,m2a -「메가드림」,
,루브도,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS11a-073.png,,포켓몬,S11a-073,CHR,s11a -「백열의 아르카나」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_086.png,,,SV5a-086,SR,sv5a -「크림슨헤이즈」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_095.png,,,SV4K-095,UR,sv4K -「고대의 포효」,
,이브이 ex,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV8a-224.png,,,SV8a-224,SAR,sv8a -「테라스탈 페스타 ex」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_082.png,,,SV6a-082,SR,sv6a -「나이트원더러」,
