raw_database_id,pokedexNumber,isLegacy,cardName,imageUrl,type,possessions,status,series,cardNumber,rarity,createdAt,price
,151,,뮤,https://mtg-kr.com/cardimage/poketcgS12a-183.png,포켓몬,,보유중,s12a -「VSTAR 유니버스」,S12a-183,AR,,0
,,true,민화의 초대,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_206.png,서포트,,미보유,sv2a -「포켓몬 카드 151」,SV2a-206,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_168.png,,,미보유,sv11B -「블랙볼트」,SV11B-168,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_234.png,,,미보유,sv8a -「테라스탈 페스타 ex」,SV8a-234,UR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM1S-066.png,,,보유중,m1S -「메가 심포니아」,M1S-066,AR,,0
,,true,대굴레오,https://mtg-kr.com/cardimage/poketcgSV8-111.png,,,보유중,sv8 -「초전브레이커」,SV8-111,AR,,0
,,true,무한다이노 Vmax,https://mtg-kr.com/cardimage/poketcgS8b-247.png,포켓몬,,미보유,s8b -「VMAX 클라이맥스」,S8b-247,CSR,,0
,,true,야나키,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_090.png,,,보유중,sv11B -「블랙볼트」,SV11B-090,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2a-221.png,,,미보유,m2a -「메가드림」,M2a-221,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_153.png,,,보유중,sv11B -「블랙볼트」,SV11B-153,AR,,0
,386,,테오키스,https://mtg-kr.com/cardimage/poketcgS12a-185.png,포켓몬,,보유중,s12a -「VSTAR 유니버스」,S12a-185,AR,,0
,,true,밀로틱,https://mtg-kr.com/cardimage/poketcgS11a-070.png,포켓몬,,보유중,s11a -「백열의 아르카나」,S11a-070,CHR,,0
,,true,로사와 로이,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM10B/SM10B_061.png,서포트,,미보유,sm10b -「스카이레전드」,SM10b-061,SR,,0
,471,,글레이시아 Vmax,%EA%B8%80%EB%A0%88%EC%9D%B4%EC%8B%9C%EC%95%84_VMAX_S6a_091_KOR.jpg,포켓몬,,등급카드,s6a -「이브이 히어로즈」,S6a-091,HR,,0
,,true,모야모,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_090.png,,,미보유,sv2D -「클레이버스트」,SV2D-090,SR,,0
,,,내던숭이,https://mtg-kr.com/cardimage/poketcgS8b-203.png,포켓몬,,보유중,s8b -「VMAX 클라이맥스」,S8b-203,CHR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_208.png,,,미보유,sv2a -「포켓몬 카드 151」,SV2a-208,UR,,0
,,,라프라스 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_117.png,포켓몬,,미보유,sv7 -「스텔라미라클」,SV7-117,SR,,0
,,true,애프룡,https://mtg-kr.com/cardimage/poketcgS8b-186.png,,,보유중,s8b -「VMAX 클라이맥스」,S8b-186,CHR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_201.png,,,미보유,sm8b -「울트라샤이니」,SM8b-201,S,,0
,,true,어써러셔,https://mtg-kr.com/cardimage/poketcgSV1S-082.png,,,보유중,sv1S -「스칼렛 ex」,SV1S-082,AR,,0
,,true,킬리아,https://mtg-kr.com/cardimage/poketcgSV1S-084.png,,,보유중,sv1S -「스칼렛 ex」,SV1S-084,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_107.png,,,보유중,sv6 -「변환의 가면」,SV6-107,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_095.png,,,보유중,sv11W -「화이트플레어」,SV11W-095,AR,,0
,,true,멜로코,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_091.png,,,미보유,sv4K -「고대의 포효」,SV4K-091,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_105.png,,,보유중,sv7 -「스텔라미라클」,SV7-105,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_091.png,,,미보유,sv1V -「바이올렛 ex」,SV1V-091,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS11-113.png,,,미보유,s11 -「로스트어비스」,S11-113,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_092.png,,,미보유,sv1a -「트리플렛비트」,SV1a-092,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_161.png,,,미보유,sm8b -「울트라샤이니」,SM8b-161,S,,0
,,true,레드의 도전,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM12a/SM12a_191.png,서포트,,미보유,sm12a -「TAG TEAM GX 태그올스타즈」,SM12a-191,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_084.png,,,미보유,sv2D -「클레이버스트」,SV2D-084,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_123.png,,,미보유,sv3 - 「흑염의 지배자」,SV3-123,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgSV9-108.png,,,보유중,sv9 -「배틀파트너즈」,SV9-108,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS9-101.png,,,미보유,s9 -「스타버스」,S9-101,SR,,0
,643,true,레시라무 ex,https://mtg-kr.com/cardimage/poketcgSV11W-168.png,포켓몬,[object Object],등급카드,sv11W -「화이트플레어」,SV11W-168,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_168.png,,,미보유,sm8b -「울트라샤이니」,SM8b-168,S,,0
,,,근육몬,https://mtg-kr.com/cardimage/poketcgSV2a-177.png,포켓몬,,보유중,sv2a -「포켓몬 카드 151」,SV2a-177,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_073.png,,,보유중,sv5M -「사이버저지」,SV5M-073,AR,,0
,,true,태깅구르,https://mtg-kr.com/cardimage/poketcgSV2D-080.png,,,보유중,sv2D -「클레이버스트」,SV2D-080,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2-106.png,,,미보유,m2 -「인페르노X」,M2-106,SR,,0
,0025,,피카츄 V,https://mtg-kr.com/cardimage/poketcgS8b-222.png,포켓몬,[object Object],등급카드,s8b -「VMAX 클라이맥스」,S8b-222,CSR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2-103.png,,,미보유,m2 -「인페르노X」,M2-103,SR,,0
,,true,핫삼,https://mtg-kr.com/cardimage/poketcgSV3-116.png,,,보유중,sv3 - 「흑염의 지배자」,SV3-116,AR,,0
,,,꿈트렁,https://mtg-kr.com/cardimage/poketcgSV2P-081.png,포켓몬,,보유중,sv2P -「스노해저드」,SV2P-081,AR,,0
,,true,찌리배리,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_112.png,포켓몬,,보유중,sv3 - 「흑염의 지배자」,SV3-112,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS11a-075.png,,,미보유,s11a -「백열의 아르카나」,S11a-075,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_085.png,,,미보유,sv5K -「와일드포스」,SV5K-085,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM1S-077.png,,,미보유,m1S -「메가 심포니아」,M1S-077,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgMC-753.png,,,미보유,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-753,없음,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_074.png,,,보유중,sv2D -「클레이버스트」,SV2D-074,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS10a-092.png,,,미보유,s10a -「다크판타스마」,S10a-092,,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_115.png,,,미보유,sv7 -「스텔라미라클」,SV7-115,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_140.png,,,미보유,sv3 - 「흑염의 지배자」,SV3-140,UR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_136.png,,,보유중,sv11W -「화이트플레어」,SV11W-136,AR,,0
,,,게을로,https://mtg-kr.com/cardimage/poketcgSV8-117.png,포켓몬,,보유중,sv8 -「초전브레이커」,SV8-117,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2-088.png,,,보유중,m2 -「인페르노X」,M2-088,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_116.png,,,보유중,sv10 -「로켓단의 영광」,SV10-116,SR,,0
,,true,파비코리,https://mtg-kr.com/cardimage/poketcgS11a-074.png,,,보유중,s11a -「백열의 아르카나」,S11a-074,CHR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_087.png,,,미보유,sv1a -「트리플렛비트」,SV1a-087,SR,,0
,,true,삼삼드래 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_171.png,,,보유중,sv11W -「화이트플레어」,SV11W-171,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_070.png,,,보유중,sv9a -「열풍의 아레나」,SV9a-070,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgSV1V-083.png,,,보유중,sv1V -「바이올렛 ex」,SV1V-083,AR,,0
,,true,테오키스 Vmax,https://mtg-kr.com/cardimage/poketcgS12a-222.png,,,보유중,s12a -「VSTAR 유니버스」,S12a-222,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_078.png,,,보유중,sv9a -「열풍의 아레나」,SV9a-078,SR,,0
,,true,네모,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_351.png,서포트,,미보유,sv4a -「샤이니트레저 ex」,SV4a-351,SAR,,0
,,true,히스이 윈디,https://mtg-kr.com/cardimage/poketcgS10a-075.png,,,보유중,s10a -「다크판타스마」,S10a-075,CHR,,0
,,true,N의 각오,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_066.png,,,미보유,sm11b -「드림리그」,SM11b-066,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_178.png,,,미보유,sm8b -「울트라샤이니」,SM8b-178,S,,0
,,true,투로박사의 시나리오,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_092.png,,,미보유,sv4M -「미래의 일섬」,SV4M-092,SAR,,0
,,true,테사,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_138.png,,,미보유,sv3 - 「흑염의 지배자」,SV3-138,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_117.png,,,보유중,sv11B -「블랙볼트」,SV11B-117,AR,,0
,,true,사마자르,https://mtg-kr.com/cardimage/poketcgS9a-071.png,,,보유중,s9a -「배틀리전」,S9a-071,CHR,,0
,,true,무쇠무인 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_089.png,포켓몬,,보유중,sv4M -「미래의 일섬」,SV4M-089,SAR,,0
,,,고동치는달 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_218.png,포켓몬,,미보유,sv8a -「테라스탈 페스타 ex」,SV8a-218,SAR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgMC-758.png,,,미보유,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-758,없음,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_150.png,,,보유중,sv11W -「화이트플레어」,SV11W-150,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2a-207.png,,,보유중,m2a -「메가드림」,M2a-207,AR,,0
,,true,호브의 자시안 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_128.png,,,미보유,sv9 -「배틀파트너즈」,SV9-128,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_081.png,,,미보유,sv7a -「낙원드래고나」,SV7a-081,SR,,0
,,true,루티아의 어필,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_090.png,,,미보유,sv7a -「낙원드래고나」,SV7a-090,SAR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS9-110.png,,,미보유,s9 -「스타버스」,S9-110,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_090.png,,,보유중,sv11W -「화이트플레어」,SV11W-090,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_106.png,,,미보유,sv1V -「바이올렛 ex」,SV1V-106,UR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS9-111.png,,,미보유,s9 -「스타버스」,S9-111,SR,,0
,,true,모야모의 찌리배리 ex,https://mtg-kr.com/cardimage/poketcgM2a-236.png,,,보유중,m2a -「메가드림」,M2a-236,SAR,,0
,,true,페퍼의 요씽리스,https://mtg-kr.com/cardimage/poketcgSV9a-075.png,,,보유중,sv9a -「열풍의 아레나」,SV9a-075,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_132.png,,,보유중,sv11B -「블랙볼트」,SV11B-132,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_116.png,,,미보유,sv9 -「배틀파트너즈」,SV9-116,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_111.png,,,보유중,sv11B -「블랙볼트」,SV11B-111,AR,,0
,,true,다크라이 GX,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_230.png,,,미보유,sm8b -「울트라샤이니」,SM8b-230,SSR,,0
,,true,위대한엄니 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_102.png,,,미보유,sv1S -「스칼렛 ex」,SV1S-102,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_077.png,,,보유중,sv4K -「고대의 포효」,SV4K-077,AR,,0
,,true,우리,https://mtg-kr.com/cardimage/poketcgS8b-273.png,서포트,,미보유,s8b -「VMAX 클라이맥스」,S8b-273,SR,,0
,7,,꼬부기,https://mtg-kr.com/cardimage/poketcgSV2a-170.png,포켓몬,,보유중,sv2a -「포켓몬 카드 151」,SV2a-170,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_210.png,,,미보유,sv2a -「포켓몬 카드 151」,SV2a-210,UR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS10a-079.png,,,미보유,s10a -「다크판타스마」,S10a-079,,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_094.png,,,미보유,sv4K -「고대의 포효」,SV4K-094,UR,,0
,,true,어리짱,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_076.png,,,보유중,sv2D -「클레이버스트」,SV2D-076,AR,,0
,,,파이어&썬더&프리져 GX,https://mtg-kr.com/cardimage/poketcgSM10b-060.png,포켓몬,,보유중,sm10b -「스카이레전드」,SM10b-060,SR,,0
,,true,주혜,https://mtg-kr.com/cardimage/poketcgS12a-242.png,서포트,,미보유,s12a -「VSTAR 유니버스」,S12a-242,SAR,,0
,,,브리무움 Vmax,https://mtg-kr.com/cardimage/poketcgS12a-224.png,포켓몬,,보유중,s12a -「VSTAR 유니버스」,S12a-224,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_233.png,,,미보유,sm8b -「울트라샤이니」,SM8b-233,SSR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_128.png,,,보유중,sv11W -「화이트플레어」,SV11W-128,AR,,0
,,true,샤로다 Vstar,https://mtg-kr.com/cardimage/poketcgS11a-092.png,,,보유중,s11a -「백열의 아르카나」,S11a-092,UR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_155.png,,,미보유,sm8b -「울트라샤이니」,SM8b-155,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_114.png,,,보유중,sv11B -「블랙볼트」,SV11B-114,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS11-127.png,,,미보유,s11 -「로스트어비스」,S11-127,UR,,0
,,true,탐리스,https://mtg-kr.com/cardimage/poketcgSV1V-090.png,,,보유중,sv1V -「바이올렛 ex」,SV1V-090,AR,,0
,,true,캐스퐁 태양의 모습,https://mtg-kr.com/cardimage/poketcgSV7a-067.png,,,보유중,sv7a -「낙원드래고나」,SV7a-067,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS8b-188.png,,,보유중,s8b -「VMAX 클라이맥스」,S8b-188,CHR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_090.png,,,미보유,sv9a -「열풍의 아레나」,SV9a-090,UR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_063.png,,,보유중,sv3a -「레이징서프」,SV3a-063,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_096.png,,,보유중,sv11W -「화이트플레어」,SV11W-096,AR,,0
,,,연격 우라오스 Vmax,https://mtg-kr.com/cardimage/poketcgS8b-241.png,포켓몬,,미보유,s8b -「VMAX 클라이맥스」,S8b-241,CSR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_193.png,,,미보유,sm8b -「울트라샤이니」,SM8b-193,S,,0
,,true,후파 V,https://mtg-kr.com/cardimage/poketcgS12a-231.png,,,미보유,s12a -「VSTAR 유니버스」,S12a-231,SAR,,0
,,true,버넷박사,https://mtg-kr.com/cardimage/poketcgS8b-265.png,서포트,,미보유,s8b -「VMAX 클라이맥스」,S8b-265,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_078.png,,,미보유,sv3a -「레이징서프」,SV3a-078,SR,,0
,,true,알로라 나시 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_089.png,,,보유중,sv7a -「낙원드래고나」,SV7a-089,SAR,,0
,,true,아머까오 V,https://mtg-kr.com/cardimage/poketcgS8b-248.png,,,보유중,s8b -「VMAX 클라이맥스」,S8b-248,CSR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_241.png,,,미보유,sm8b -「울트라샤이니」,SM8b-241,SSR,,0
,,true,플러시,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_065.png,,,보유중,sv3a -「레이징서프」,SV3a-065,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_105.png,,,보유중,sv11W -「화이트플레어」,SV11W-105,AR,,0
,,true,몽나,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_121.png,,,보유중,sv11B -「블랙볼트」,SV11B-121,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_128.png,,,미보유,sv8 -「초전브레이커」,SV8-128,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_333.png,,,미보유,sv4a -「샤이니트레저 ex」,SV4a-333,SSR,,0
,,,블래키 V,https://mtg-kr.com/cardimage/poketcgS6a-084.png,포켓몬,,보유중,s6a -「이브이 히어로즈」,S6a-084,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_164.png,,,미보유,sm8b -「울트라샤이니」,SM8b-164,S,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_213.png,,,미보유,sm8b -「울트라샤이니」,SM8b-213,SSR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_136.png,,,미보유,sv8 -「초전브레이커」,SV8-136,UR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS11a-093.png,,,미보유,s11a -「백열의 아르카나」,S11a-093,UR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_236.png,,,미보유,sm8b -「울트라샤이니」,SM8b-236,SSR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_098.png,,,미보유,sv5M -「사이버저지」,SV5M-098,UR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_075.png,,,보유중,sv6a -「나이트원더러」,SV6a-075,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgMC-747.png,,,보유중,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-747,없음,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2a-219.png,,,미보유,m2a -「메가드림」,M2a-219,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_177.png,,,미보유,sm8b -「울트라샤이니」,SM8b-177,S,,0
,,true,웨이니발 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_098.png,,,보유중,sv1a -「트리플렛비트」,SV1a-098,SAR,,0
,,true,비주기의 카리스마,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_198.png,,,미보유,sv2a -「포켓몬 카드 151」,SV2a-198,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS9a-088.png,,,미보유,s9a -「배틀리전」,S9a-088,HR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2a-205.png,,,보유중,m2a -「메가드림」,M2a-205,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_196.png,,,미보유,sv8a -「테라스탈 페스타 ex」,SV8a-196,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2-093.png,,,미보유,m2 -「인페르노X」,M2-093,SR,,0
,,true,추명,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_194.png,,,미보유,sv8a -「테라스탈 페스타 ex」,SV8a-194,SR,,0
,,true,백마 버드렉스 Vmax,https://mtg-kr.com/cardimage/poketcgS8b-278.png,포켓몬,,보유중,s8b -「VMAX 클라이맥스」,S8b-278,UR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_070.png,,,보유중,sv6a -「나이트원더러」,SV6a-070,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_064.png,서포트,,미보유,sm6b -「챔피언로드」,SM6b-064,SR,,0
,,true,메가라티아스 ex,https://mtg-kr.com/cardimage/poketcgM1S-088.png,포켓몬,,미보유,m1S -「메가 심포니아」,M1S-088,SAR,,0
,,true,비버니,https://mtg-kr.com/cardimage/poketcgS12a-204.png,,,보유중,s12a -「VSTAR 유니버스」,S12a-204,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_321.png,,,보유중,sv4a -「샤이니트레저 ex」,SV4a-321,SSR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_093.png,,,미보유,sv4M -「미래의 일섬」,SV4M-093,UR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgMC-751.png,,,미보유,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-751,없음,,0
,462,,자포코일,https://mtg-kr.com/cardimage/poketcgS12a-193.png,포켓몬,,보유중,s12a -「VSTAR 유니버스」,S12a-193,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_087.png,,,미보유,sv5a -「크림슨헤이즈」,SV5a-087,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_082.png,,,미보유,sv4K -「고대의 포효」,SV4K-082,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_121.png,,,보유중,sv11W -「화이트플레어」,SV11W-121,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM1L-079.png,,,미보유,m1L -「메가 브레이브」,M1L-079,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2a-208.png,,,보유중,m2a -「메가드림」,M2a-208,AR,,0
,,true,루브도,https://mtg-kr.com/cardimage/poketcgS11a-073.png,포켓몬,,보유중,s11a -「백열의 아르카나」,S11a-073,CHR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_086.png,,,미보유,sv5a -「크림슨헤이즈」,SV5a-086,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_095.png,,,미보유,sv4K -「고대의 포효」,SV4K-095,UR,,0
,,true,이브이 ex,https://mtg-kr.com/cardimage/poketcgSV8a-224.png,,,보유중,sv8a -「테라스탈 페스타 ex」,SV8a-224,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_082.png,,,미보유,sv6a -「나이트원더러」,SV6a-082,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_130.png,,,보유중,sv11B -「블랙볼트」,SV11B-130,AR,,0
,,true,마셰이드,https://mtg-kr.com/cardimage/poketcgSV7a-066.png,,,보유중,sv7a -「낙원드래고나」,SV7a-066,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_122.png,,,미보유,sv10 -「로켓단의 영광」,SV10-122,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS11-108.png,,,미보유,s11 -「로스트어비스」,S11-108,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_097.png,,,보유중,sv11W -「화이트플레어」,SV11W-097,AR,,0
,,true,밀탱크,https://mtg-kr.com/cardimage/poketcgS12a-199.png,포켓몬,,보유중,s12a -「VSTAR 유니버스」,S12a-199,AR,,0
,,true,제빈,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_229.png,,,미보유,sv8a -「테라스탈 페스타 ex」,SV8a-229,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_073.png,,,보유중,sv6a -「나이트원더러」,SV6a-073,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_066.png,,,보유중,sv6a -「나이트원더러」,SV6a-066,AR,,0
,466,,에레키블,https://mtg-kr.com/cardimage/poketcgS12a-180.png,포켓몬,,보유중,s12a -「VSTAR 유니버스」,S12a-180,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS9a-087.png,,,미보유,s9a -「배틀리전」,S9a-087,HR,,0
