raw_database_id,series,cardNumber,isLegacy,imageUrl,rarity,cardName,type,pokedexNumber,price,status,possessions,createdAt
,sv2a -「포켓몬 카드 151」,SV2a-203,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_203.png,SAR,후딘 ex,포켓몬,65,0,보유중,,
,sv9 -「배틀파트너즈」,SV9-130,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_130.png,UR,,,,0,미보유,,
,s11 -「로스트어비스」,S11-117,true,https://mtg-kr.com/cardimage/poketcgS11-117.png,HR,,,,0,미보유,,
,s9a -「배틀리전」,S9a-089,true,https://mtg-kr.com/cardimage/poketcgS9a-089.png,HR,,,,0,미보유,,
,m1L -「메가 브레이브」,M1L-090,true,https://mtg-kr.com/cardimage/poketcgM1L-090.png,SAR,릴리에의 결심,,,0,미보유,,
,PROMO,,true,,PROMO,유나가바 님피아,,,0,보유중,,
,sv10 -「로켓단의 영광」,SV10-129,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_129.png,SAR,로켓단의 아테나,포켓몬,,0,미보유,,
,sv7a -「낙원드래고나」,SV7a-078,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_078.png,SR,라티아스 ex,포켓몬,,0,미보유,,
,sv5K -「와일드포스」,SV5K-088,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_088.png,SR,팬텀 ex,,,0,보유중,,
,m1S -「메가 심포니아」,M1S-075,true,https://mtg-kr.com/cardimage/poketcgM1S-075.png,AR,,,,0,보유중,,
,s12a -「VSTAR 유니버스」,S12a-251,true,https://mtg-kr.com/cardimage/poketcgS12a-251.png,SR,,,,0,미보유,,
,sm6b -「챔피언로드」,SM6b-057,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_057.png,SR,,포켓몬,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-220,true,https://mtg-kr.com/cardimage/poketcgS12a-220.png,SAR,제라오라 Vstar,포켓몬,,0,미보유,,
,s11a -「백열의 아르카나」,S11a-094,true,https://mtg-kr.com/cardimage/poketcgS11a-094.png,UR,,,,0,미보유,,
,sv5K -「와일드포스」,SV5K-099,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_099.png,UR,,,,0,미보유,,
,sv11W -「화이트플레어」,SV11W-127,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_127.png,AR,,,,0,보유중,,
,sv7 -「스텔라미라클」,SV7-123,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_123.png,SR,,,,0,미보유,,
,sv3a -「레이징서프」,SV3a-089,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_089.png,SAR,파라솔 아가씨,,,0,미보유,,
,sv2P -「스노해저드」,SV2P-094,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_094.png,SAR,시비꼬 ex,,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-266,true,https://mtg-kr.com/cardimage/poketcgS8b-266.png,SR,,서포트,,0,미보유,,
,sv1S -「스칼렛 ex」,SV1S-104,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_104.png,SAR,모란,,,0,미보유,,
,sv2P -「스노해저드」,SV2P-075,true,https://mtg-kr.com/cardimage/poketcgSV2P-075.png,AR,드니차,,,0,보유중,,
,s8b -「VMAX 클라이맥스」,S8b-196,true,https://mtg-kr.com/cardimage/poketcgS8b-196.png,CHR,,,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-190,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_190.png,S,,,,0,미보유,,
,sv2a -「포켓몬 카드 151」,SV2a-178,true,https://mtg-kr.com/cardimage/poketcgSV2a-178.png,AR,덩구리,,,0,보유중,,
,sv11B -「블랙볼트」,SV11B-161,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_161.png,SR,,,,0,보유중,,
,sv7 -「스텔라미라클」,SV7-116,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_116.png,SR,에이스번 ex,포켓몬,,0,미보유,,
,s9a -「배틀리전」,S9a-077,true,https://mtg-kr.com/cardimage/poketcgS9a-077.png,SR,,,,0,미보유,,
,s9 -「스타버스」,S9-119,true,https://mtg-kr.com/cardimage/poketcgS9-119.png,HR,,,,0,미보유,,
,m2 -「인페르노X」,M2-107,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M2/M2_107.png,SR,빛나,,,0,보유중,,
,s11 -「로스트어비스」,S11-110,true,https://mtg-kr.com/cardimage/poketcgS11-110.png,SR,,,,0,미보유,,
,sv2a -「포켓몬 카드 151」,SV2a-175,,https://mtg-kr.com/cardimage/poketcgSV2a-175.png,AR,고라파덕,포켓몬,,0,보유중,,
,m1L -「메가 브레이브」,M1L-067,true,https://mtg-kr.com/cardimage/poketcgM1L-067.png,AR,,,,0,보유중,,
,s8b -「VMAX 클라이맥스」,S8b-269,true,https://mtg-kr.com/cardimage/poketcgS8b-269.png,SR,아세로라의 예감,서포트,,0,미보유,,
,sv5a -「크림슨헤이즈」,SV5a-077,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_077.png,AR,,,,0,보유중,,
,sv2D -「클레이버스트」,SV2D-099,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_099.png,UR,,,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-196,,https://mtg-kr.com/cardimage/poketcgS12a-196.png,AR,히스이 미끄래곤,포켓몬,706,0,보유중,,
,s8b -「VMAX 클라이맥스」,S8b-250,true,https://mtg-kr.com/cardimage/poketcgS8b-250.png,CSR,자시안 V,포켓몬,,0,미보유,,
,s6a -「이브이 히어로즈」,S6a-093,,https://k-tcgpanda.com/cardimg/S/S6a/%EB%8B%98%ED%94%BC%EC%95%84%20VMAX_S6a_093_KOR.jpg,HR,님피아 Vmax,포켓몬,,0,등급카드,,
,s12a -「VSTAR 유니버스」,S12a-183,,https://mtg-kr.com/cardimage/poketcgS12a-183.png,AR,뮤,포켓몬,151,0,보유중,,
,sv2a -「포켓몬 카드 151」,SV2a-206,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_206.png,SAR,민화의 초대,서포트,,0,미보유,,
,sv11B -「블랙볼트」,SV11B-168,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_168.png,SAR,,,,0,미보유,,
,sv8a -「테라스탈 페스타 ex」,SV8a-234,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_234.png,UR,,,,0,미보유,,
,m1S -「메가 심포니아」,M1S-066,true,https://mtg-kr.com/cardimage/poketcgM1S-066.png,AR,,,,0,보유중,,
,sv8 -「초전브레이커」,SV8-111,true,https://mtg-kr.com/cardimage/poketcgSV8-111.png,AR,대굴레오,,,0,보유중,,
,s8b -「VMAX 클라이맥스」,S8b-247,true,https://mtg-kr.com/cardimage/poketcgS8b-247.png,CSR,무한다이노 Vmax,포켓몬,,0,미보유,,
,sv11B -「블랙볼트」,SV11B-090,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_090.png,AR,야나키,,,0,보유중,,
,m2a -「메가드림」,M2a-221,true,https://mtg-kr.com/cardimage/poketcgM2a-221.png,SR,,,,0,미보유,,
,sv11B -「블랙볼트」,SV11B-153,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_153.png,AR,,,,0,보유중,,
,s12a -「VSTAR 유니버스」,S12a-185,,https://mtg-kr.com/cardimage/poketcgS12a-185.png,AR,테오키스,포켓몬,386,0,보유중,,
,s11a -「백열의 아르카나」,S11a-070,true,https://mtg-kr.com/cardimage/poketcgS11a-070.png,CHR,밀로틱,포켓몬,,0,보유중,,
,sm10b -「스카이레전드」,SM10b-061,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM10B/SM10B_061.png,SR,로사와 로이,서포트,,0,미보유,,
,s6a -「이브이 히어로즈」,S6a-091,,%EA%B8%80%EB%A0%88%EC%9D%B4%EC%8B%9C%EC%95%84_VMAX_S6a_091_KOR.jpg,HR,글레이시아 Vmax,포켓몬,471,0,등급카드,,
,sv2D -「클레이버스트」,SV2D-090,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_090.png,SR,모야모,,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-203,,https://mtg-kr.com/cardimage/poketcgS8b-203.png,CHR,내던숭이,포켓몬,,0,보유중,,
,sv2a -「포켓몬 카드 151」,SV2a-208,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_208.png,UR,,,,0,미보유,,
,sv7 -「스텔라미라클」,SV7-117,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_117.png,SR,라프라스 ex,포켓몬,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-186,true,https://mtg-kr.com/cardimage/poketcgS8b-186.png,CHR,애프룡,,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-201,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_201.png,S,,,,0,미보유,,
,sv1S -「스칼렛 ex」,SV1S-082,true,https://mtg-kr.com/cardimage/poketcgSV1S-082.png,AR,어써러셔,,,0,보유중,,
,sv1S -「스칼렛 ex」,SV1S-084,true,https://mtg-kr.com/cardimage/poketcgSV1S-084.png,AR,킬리아,,,0,보유중,,
,sv6 -「변환의 가면」,SV6-107,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_107.png,AR,,,,0,보유중,,
,sv11W -「화이트플레어」,SV11W-095,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_095.png,AR,,,,0,보유중,,
,sv4K -「고대의 포효」,SV4K-091,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_091.png,SAR,멜로코,,,0,미보유,,
,sv7 -「스텔라미라클」,SV7-105,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_105.png,AR,,,,0,보유중,,
,sv1V -「바이올렛 ex」,SV1V-091,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_091.png,SR,,,,0,미보유,,
,s11 -「로스트어비스」,S11-113,true,https://mtg-kr.com/cardimage/poketcgS11-113.png,SR,,,,0,미보유,,
,sv1a -「트리플렛비트」,SV1a-092,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_092.png,SR,,,,0,미보유,,
,sm8b -「울트라샤이니」,SM8b-161,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_161.png,S,,,,0,미보유,,
,sm12a -「TAG TEAM GX 태그올스타즈」,SM12a-191,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM12a/SM12a_191.png,SR,레드의 도전,서포트,,0,미보유,,
,sv2D -「클레이버스트」,SV2D-084,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_084.png,SR,,,,0,미보유,,
,sv3 - 「흑염의 지배자」,SV3-123,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_123.png,SR,,,,0,미보유,,
,sv9 -「배틀파트너즈」,SV9-108,true,https://mtg-kr.com/cardimage/poketcgSV9-108.png,AR,,,,0,보유중,,
,s9 -「스타버스」,S9-101,true,https://mtg-kr.com/cardimage/poketcgS9-101.png,SR,,,,0,미보유,,
,sv11W -「화이트플레어」,SV11W-168,true,https://mtg-kr.com/cardimage/poketcgSV11W-168.png,SAR,레시라무 ex,포켓몬,643,0,등급카드,[object Object],
,sm8b -「울트라샤이니」,SM8b-168,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_168.png,S,,,,0,미보유,,
,sv2a -「포켓몬 카드 151」,SV2a-177,,https://mtg-kr.com/cardimage/poketcgSV2a-177.png,AR,근육몬,포켓몬,,0,보유중,,
,sv5M -「사이버저지」,SV5M-073,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_073.png,AR,,,,0,보유중,,
,sv2D -「클레이버스트」,SV2D-080,true,https://mtg-kr.com/cardimage/poketcgSV2D-080.png,AR,태깅구르,,,0,보유중,,
,m2 -「인페르노X」,M2-106,true,https://mtg-kr.com/cardimage/poketcgM2-106.png,SR,,,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-222,,https://mtg-kr.com/cardimage/poketcgS8b-222.png,CSR,피카츄 V,포켓몬,0025,0,등급카드,[object Object],
,m2 -「인페르노X」,M2-103,true,https://mtg-kr.com/cardimage/poketcgM2-103.png,SR,,,,0,미보유,,
,sv3 - 「흑염의 지배자」,SV3-116,true,https://mtg-kr.com/cardimage/poketcgSV3-116.png,AR,핫삼,,,0,보유중,,
,sv2P -「스노해저드」,SV2P-081,,https://mtg-kr.com/cardimage/poketcgSV2P-081.png,AR,꿈트렁,포켓몬,,0,보유중,,
,sv3 - 「흑염의 지배자」,SV3-112,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_112.png,AR,찌리배리,포켓몬,,0,보유중,,
,s11a -「백열의 아르카나」,S11a-075,true,https://mtg-kr.com/cardimage/poketcgS11a-075.png,SR,,,,0,미보유,,
,sv5K -「와일드포스」,SV5K-085,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_085.png,SR,,,,0,미보유,,
,m1S -「메가 심포니아」,M1S-077,true,https://mtg-kr.com/cardimage/poketcgM1S-077.png,SR,,,,0,미보유,,
,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-753,true,https://mtg-kr.com/cardimage/poketcgMC-753.png,없음,,,,0,미보유,,
,sv2D -「클레이버스트」,SV2D-074,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_074.png,AR,,,,0,보유중,,
,s10a -「다크판타스마」,S10a-092,true,https://mtg-kr.com/cardimage/poketcgS10a-092.png,,,,,0,미보유,,
,sv7 -「스텔라미라클」,SV7-115,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_115.png,SR,,,,0,미보유,,
,sv3 - 「흑염의 지배자」,SV3-140,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_140.png,UR,,,,0,미보유,,
,sv11W -「화이트플레어」,SV11W-136,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_136.png,AR,,,,0,보유중,,
,sv8 -「초전브레이커」,SV8-117,,https://mtg-kr.com/cardimage/poketcgSV8-117.png,AR,게을로,포켓몬,,0,보유중,,
,m2 -「인페르노X」,M2-088,true,https://mtg-kr.com/cardimage/poketcgM2-088.png,AR,,,,0,보유중,,
,sv10 -「로켓단의 영광」,SV10-116,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_116.png,SR,,,,0,보유중,,
,s11a -「백열의 아르카나」,S11a-074,true,https://mtg-kr.com/cardimage/poketcgS11a-074.png,CHR,파비코리,,,0,보유중,,
,sv1a -「트리플렛비트」,SV1a-087,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_087.png,SR,,,,0,미보유,,
,sv11W -「화이트플레어」,SV11W-171,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_171.png,SAR,삼삼드래 ex,,,0,보유중,,
,sv9a -「열풍의 아레나」,SV9a-070,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_070.png,AR,,,,0,보유중,,
,sv1V -「바이올렛 ex」,SV1V-083,true,https://mtg-kr.com/cardimage/poketcgSV1V-083.png,AR,,,,0,보유중,,
,s12a -「VSTAR 유니버스」,S12a-222,true,https://mtg-kr.com/cardimage/poketcgS12a-222.png,SAR,테오키스 Vmax,,,0,보유중,,
,sv9a -「열풍의 아레나」,SV9a-078,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_078.png,SR,,,,0,보유중,,
,sv4a -「샤이니트레저 ex」,SV4a-351,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_351.png,SAR,네모,서포트,,0,미보유,,
,s10a -「다크판타스마」,S10a-075,true,https://mtg-kr.com/cardimage/poketcgS10a-075.png,CHR,히스이 윈디,,,0,보유중,,
,sm11b -「드림리그」,SM11b-066,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_066.png,SR,N의 각오,,,0,미보유,,
,sm8b -「울트라샤이니」,SM8b-178,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_178.png,S,,,,0,미보유,,
,sv4M -「미래의 일섬」,SV4M-092,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_092.png,SAR,투로박사의 시나리오,,,0,미보유,,
,sv3 - 「흑염의 지배자」,SV3-138,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_138.png,SAR,테사,,,0,미보유,,
,sv11B -「블랙볼트」,SV11B-117,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_117.png,AR,,,,0,보유중,,
,s9a -「배틀리전」,S9a-071,true,https://mtg-kr.com/cardimage/poketcgS9a-071.png,CHR,사마자르,,,0,보유중,,
,sv4M -「미래의 일섬」,SV4M-089,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_089.png,SAR,무쇠무인 ex,포켓몬,,0,보유중,,
,sv8a -「테라스탈 페스타 ex」,SV8a-218,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_218.png,SAR,고동치는달 ex,포켓몬,,0,미보유,,
,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-758,true,https://mtg-kr.com/cardimage/poketcgMC-758.png,없음,,,,0,미보유,,
,sv11W -「화이트플레어」,SV11W-150,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_150.png,AR,,,,0,보유중,,
,m2a -「메가드림」,M2a-207,true,https://mtg-kr.com/cardimage/poketcgM2a-207.png,AR,,,,0,보유중,,
,sv9 -「배틀파트너즈」,SV9-128,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_128.png,SAR,호브의 자시안 ex,,,0,미보유,,
,sv7a -「낙원드래고나」,SV7a-081,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_081.png,SR,,,,0,미보유,,
,sv7a -「낙원드래고나」,SV7a-090,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_090.png,SAR,루티아의 어필,,,0,미보유,,
,s9 -「스타버스」,S9-110,true,https://mtg-kr.com/cardimage/poketcgS9-110.png,SR,,,,0,미보유,,
,sv11W -「화이트플레어」,SV11W-090,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_090.png,AR,,,,0,보유중,,
,sv1V -「바이올렛 ex」,SV1V-106,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_106.png,UR,,,,0,미보유,,
,s9 -「스타버스」,S9-111,true,https://mtg-kr.com/cardimage/poketcgS9-111.png,SR,,,,0,미보유,,
,m2a -「메가드림」,M2a-236,true,https://mtg-kr.com/cardimage/poketcgM2a-236.png,SAR,모야모의 찌리배리 ex,,,0,보유중,,
,sv9a -「열풍의 아레나」,SV9a-075,true,https://mtg-kr.com/cardimage/poketcgSV9a-075.png,AR,페퍼의 요씽리스,,,0,보유중,,
,sv11B -「블랙볼트」,SV11B-132,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_132.png,AR,,,,0,보유중,,
,sv9 -「배틀파트너즈」,SV9-116,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_116.png,SR,,,,0,미보유,,
,sv11B -「블랙볼트」,SV11B-111,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_111.png,AR,,,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-230,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_230.png,SSR,다크라이 GX,,,0,미보유,,
,sv1S -「스칼렛 ex」,SV1S-102,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_102.png,SAR,위대한엄니 ex,,,0,미보유,,
,sv4K -「고대의 포효」,SV4K-077,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_077.png,AR,,,,0,보유중,,
,s8b -「VMAX 클라이맥스」,S8b-273,true,https://mtg-kr.com/cardimage/poketcgS8b-273.png,SR,우리,서포트,,0,미보유,,
,sv2a -「포켓몬 카드 151」,SV2a-170,,https://mtg-kr.com/cardimage/poketcgSV2a-170.png,AR,꼬부기,포켓몬,7,0,보유중,,
,sv2a -「포켓몬 카드 151」,SV2a-210,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_210.png,UR,,,,0,미보유,,
,s10a -「다크판타스마」,S10a-079,true,https://mtg-kr.com/cardimage/poketcgS10a-079.png,,,,,0,미보유,,
,sv4K -「고대의 포효」,SV4K-094,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_094.png,UR,,,,0,미보유,,
,sv2D -「클레이버스트」,SV2D-076,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_076.png,AR,어리짱,,,0,보유중,,
,sm10b -「스카이레전드」,SM10b-060,,https://mtg-kr.com/cardimage/poketcgSM10b-060.png,SR,파이어&썬더&프리져 GX,포켓몬,,0,보유중,,
,s12a -「VSTAR 유니버스」,S12a-242,true,https://mtg-kr.com/cardimage/poketcgS12a-242.png,SAR,주혜,서포트,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-224,,https://mtg-kr.com/cardimage/poketcgS12a-224.png,SAR,브리무움 Vmax,포켓몬,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-233,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_233.png,SSR,,,,0,미보유,,
,sv11W -「화이트플레어」,SV11W-128,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_128.png,AR,,,,0,보유중,,
,s11a -「백열의 아르카나」,S11a-092,true,https://mtg-kr.com/cardimage/poketcgS11a-092.png,UR,샤로다 Vstar,,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-155,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_155.png,SR,,,,0,미보유,,
,sv11B -「블랙볼트」,SV11B-114,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_114.png,AR,,,,0,보유중,,
,s11 -「로스트어비스」,S11-127,true,https://mtg-kr.com/cardimage/poketcgS11-127.png,UR,,,,0,미보유,,
,sv1V -「바이올렛 ex」,SV1V-090,true,https://mtg-kr.com/cardimage/poketcgSV1V-090.png,AR,탐리스,,,0,보유중,,
,sv7a -「낙원드래고나」,SV7a-067,true,https://mtg-kr.com/cardimage/poketcgSV7a-067.png,AR,캐스퐁 태양의 모습,,,0,보유중,,
,s8b -「VMAX 클라이맥스」,S8b-188,true,https://mtg-kr.com/cardimage/poketcgS8b-188.png,CHR,,,,0,보유중,,
,sv9a -「열풍의 아레나」,SV9a-090,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_090.png,UR,,,,0,미보유,,
,sv3a -「레이징서프」,SV3a-063,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_063.png,AR,,,,0,보유중,,
,sv11W -「화이트플레어」,SV11W-096,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_096.png,AR,,,,0,보유중,,
,s8b -「VMAX 클라이맥스」,S8b-241,,https://mtg-kr.com/cardimage/poketcgS8b-241.png,CSR,연격 우라오스 Vmax,포켓몬,,0,미보유,,
,sm8b -「울트라샤이니」,SM8b-193,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_193.png,S,,,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-231,true,https://mtg-kr.com/cardimage/poketcgS12a-231.png,SAR,후파 V,,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-265,true,https://mtg-kr.com/cardimage/poketcgS8b-265.png,SR,버넷박사,서포트,,0,미보유,,
,sv3a -「레이징서프」,SV3a-078,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_078.png,SR,,,,0,미보유,,
,sv7a -「낙원드래고나」,SV7a-089,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_089.png,SAR,알로라 나시 ex,,,0,보유중,,
,s8b -「VMAX 클라이맥스」,S8b-248,true,https://mtg-kr.com/cardimage/poketcgS8b-248.png,CSR,아머까오 V,,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-241,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_241.png,SSR,,,,0,미보유,,
,sv3a -「레이징서프」,SV3a-065,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_065.png,AR,플러시,,,0,보유중,,
,sv11W -「화이트플레어」,SV11W-105,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_105.png,AR,,,,0,보유중,,
,sv11B -「블랙볼트」,SV11B-121,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_121.png,AR,몽나,,,0,보유중,,
,sv8 -「초전브레이커」,SV8-128,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_128.png,SR,,,,0,미보유,,
,sv4a -「샤이니트레저 ex」,SV4a-333,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_333.png,SSR,,,,0,미보유,,
,s6a -「이브이 히어로즈」,S6a-084,,https://mtg-kr.com/cardimage/poketcgS6a-084.png,SR,블래키 V,포켓몬,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-164,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_164.png,S,,,,0,미보유,,
,sm8b -「울트라샤이니」,SM8b-213,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_213.png,SSR,,,,0,미보유,,
,sv8 -「초전브레이커」,SV8-136,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_136.png,UR,,,,0,미보유,,
,s11a -「백열의 아르카나」,S11a-093,true,https://mtg-kr.com/cardimage/poketcgS11a-093.png,UR,,,,0,미보유,,
,sm8b -「울트라샤이니」,SM8b-236,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_236.png,SSR,,,,0,미보유,,
,sv5M -「사이버저지」,SV5M-098,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_098.png,UR,,,,0,미보유,,
,sv6a -「나이트원더러」,SV6a-075,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_075.png,AR,,,,0,보유중,,
,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-747,true,https://mtg-kr.com/cardimage/poketcgMC-747.png,없음,,,,0,보유중,,
